,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
13409016C,8601 E OLD SPANISH TR,207435.0,190621.0,190107.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2182435254,-110.809330772,0.0,207435.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,8601.0,,E141516,1042452.0,444892.0,TUCSON,85710,POINT (842657.4922967515 444850.8836468006),20151350120,201505,10940000,Apartment Building,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-05-15,Tucson Unified District,842657.4922967515,444850.88364680065
134100100,124 S SHERWOOD VILLAGE DR,206510.0,191566.0,191051.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2190340001,-110.821007118,0.0,206510.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,124.0,,E141516,1038838.0,445142.0,TUCSON,85710,POINT (839043.4271600427 445101.4268002762),20153570636,201506,112500,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-12-23,Tucson Unified District,839043.4271600427,445101.42680027615
134100120,140 S SHERWOOD VILLAGE DR,206971.0,191097.0,190582.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2186967868,-110.820712074,0.0,206971.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,140.0,,E141516,1038930.0,445021.0,TUCSON,85710,POINT (839135.9263224155 444979.6786258354),20152260244,201507,147000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-14,Tucson Unified District,839135.9263224155,444979.6786258354
134100760,412 S ALANDALE AV,210690.0,187315.0,186816.0,ALANDALE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2157633562,-110.821807584,0.0,210690.0,1.0,PC DSD GIS,P,S ALANDALE AV,S,ALAND,ALANDALE AV,412.0,,E141516,1038602.0,443950.0,TUCSON,85710,POINT (838808.0006717552 443909.0333723151),20151670169,201505,64681,Single Family,Rental,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2015-06-16,Tucson Unified District,838808.0006717552,443909.0333723151
134100760,412 S ALANDALE AV,210690.0,187315.0,186816.0,ALANDALE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2157633562,-110.821807584,0.0,210690.0,1.0,PC DSD GIS,P,S ALANDALE AV,S,ALAND,ALANDALE AV,412.0,,E141516,1038602.0,443950.0,TUCSON,85710,POINT (838808.0006717552 443909.0333723151),20152440573,201508,128675,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-01,Tucson Unified District,838808.0006717552,443909.0333723151
134100840,8072 E TIMROD ST,210513.0,187497.0,186995.0,TIMROD,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2158914049,-110.819585584,0.0,210513.0,1.0,PC DSD GIS,P,E TIMROD ST,E,TIMRO,TIMROD ST,8072.0,,E141516,1039289.0,444003.0,TUCSON,85710,POINT (839494.738716295 443962.6296537539),20153520279,201512,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-18,Tucson Unified District,839494.738716295,443962.6296537539
134101020,8012 E MALVERN ST,211569.0,186421.0,185924.0,MALVERN,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2150539769,-110.821099109,0.0,211569.0,1.0,PC DSD GIS,P,E MALVERN ST,E,MALVE,MALVERN ST,8012.0,,E141516,1038824.0,443694.0,TUCSON,85710,POINT (839029.7484578209 443653.1934916587),20151830362,201506,131000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-02,Tucson Unified District,839029.7484578209,443653.19349165866
134101320,8022 E HAYNE ST,212609.0,185365.0,184866.0,HAYNE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2143130472,-110.820833774,0.0,212609.0,1.0,PC DSD GIS,P,E HAYNE ST,E,HAYNE,HAYNE ST,8022.0,,E141516,1038909.0,443425.0,TUCSON,85710,POINT (839114.5613069769 443384.4784745484),20150890117,201503,102500,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-03-30,Tucson Unified District,839114.561306977,443384.47847454844
134101450,512 S SHERWOOD VILLAGE DR,212365.0,185615.0,185115.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2144479121,-110.817915366,0.0,212365.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,512.0,,E141516,1039811.0,443484.0,TUCSON,85710,POINT (840016.6706986093 443442.7629794734),20153480272,201510,80000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-12-14,Tucson Unified District,840016.6706986093,443442.7629794734
134101550,8145 E KENYON DR,213835.0,184110.0,183606.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.21338517,-110.818604898,0.0,213835.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8145.0,,E141516,1039601.0,443095.0,TUCSON,85710,POINT (839807.3639325881 443053.9538717766),20150840143,201503,91875,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-25,Tucson Unified District,839807.3639325881,443053.9538717766
13410160A,540 S KENT PL,212693.0,185281.0,184782.0,KENT,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2142424613,-110.818559634,0.0,212693.0,1.0,PC DSD GIS,P,S KENT PL,S,KENT,KENT PL,540.0,,E141516,1039612.0,443407.0,TUCSON,85710,POINT (839818.1745213182 443365.9818149795),20152660167,201508,112500,Single Family,PrimaryRes,Joint Tenancy Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-09-23,Tucson Unified District,839818.1745213182,443365.9818149795
134101670,8061 E KENYON DR,213155.0,184810.0,184309.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2139335628,-110.819844513,0.0,213155.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8061.0,,E141516,1039216.0,443290.0,TUCSON,85710,POINT (839421.9319251409 443249.5437360632),20151130290,201504,102000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-23,Tucson Unified District,839421.9319251409,443249.54373606323
134101830,610 S TUDOR PL,214427.0,183511.0,183010.0,TUDOR,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2130005606,-110.815745316,0.0,214427.0,1.0,PC DSD GIS,P,S TUDOR PL,S,TUDOR,TUDOR PL,610.0,,E141516,1040487.0,442964.0,TUCSON,85710,POINT (840693.2247685728 442923.0842994872),20151280087,201505,65000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-05-08,Tucson Unified District,840693.2247685728,442923.0842994872
134101830,610 S TUDOR PL,214427.0,183511.0,183010.0,TUDOR,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2130005606,-110.815745316,0.0,214427.0,1.0,PC DSD GIS,P,S TUDOR PL,S,TUDOR,TUDOR PL,610.0,,E141516,1040487.0,442964.0,TUCSON,85710,POINT (840693.2247685728 442923.0842994872),20153010386,201510,116000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-10-28,Tucson Unified District,840693.2247685728,442923.0842994872
134102290,8227 E COOPER PL,206104.0,191983.0,191466.0,COOPER,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2192765557,-110.816920001,0.0,206104.0,1.0,PC DSD GIS,P,E COOPER PL,E,COOPE,COOPER PL,8227.0,,E141516,1040101.0,445243.0,TUCSON,85710,POINT (840306.5300751821 445202.5878412648),20160290796,201512,154000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-29,Tucson Unified District,840306.5300751821,445202.58784126485
134110110,7912 E ELI PL,216021.0,181893.0,181391.0,ELI,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2119994288,-110.82324719,0.0,216021.0,1.0,PC DSD GIS,P,E ELI PL,E,ELI,ELI PL,7912.0,,E141516,1038171.0,442576.0,TUCSON,85710,POINT (838376.7038739369 442535.1723864191),20151060110,201504,78000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-04-16,Tucson Unified District,838376.7038739369,442535.1723864191
134110110,7912 E ELI PL,216021.0,181893.0,181391.0,ELI,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2119994288,-110.82324719,0.0,216021.0,1.0,PC DSD GIS,P,E ELI PL,E,ELI,ELI PL,7912.0,,E141516,1038171.0,442576.0,TUCSON,85710,POINT (838376.7038739369 442535.1723864191),20152610423,201508,139000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-09-18,Tucson Unified District,838376.7038739369,442535.1723864191
134110120,7902 E ELI PL,216017.0,181897.0,181395.0,ELI,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2120023064,-110.82348055,0.0,216017.0,1.0,PC DSD GIS,P,E ELI PL,E,ELI,ELI PL,7902.0,,E141516,1038099.0,442576.0,TUCSON,85710,POINT (838304.5174256976 442535.484728554),20152590354,201507,96900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-16,Tucson Unified District,838304.5174256976,442535.484728554
134110210,7950 E 18TH PL,217600.0,180300.0,179796.0,18TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2110741189,-110.8219442,0.0,217600.0,1.0,PC DSD GIS,P,E 18TH PL,E,18TH,18TH PL,7950.0,,E141516,1038577.0,442243.0,TUCSON,85710,POINT (838783.136353322 442202.6468643437),20150770599,201502,120000,Single Family,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-18,Tucson Unified District,838783.136353322,442202.64686434367
134110210,7950 E 18TH PL,217600.0,180300.0,179796.0,18TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2110741189,-110.8219442,0.0,217600.0,1.0,PC DSD GIS,P,E 18TH PL,E,18TH,18TH PL,7950.0,,E141516,1038577.0,442243.0,TUCSON,85710,POINT (838783.136353322 442202.6468643437),20153160619,201510,165000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-12,Tucson Unified District,838783.136353322,442202.64686434367
134110240,7926 E 18TH PL,217443.0,180460.0,179956.0,18TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2111677308,-110.822815619,0.0,217443.0,1.0,PC DSD GIS,P,E 18TH PL,E,18TH,18TH PL,7926.0,,E141516,1038307.0,442275.0,TUCSON,85710,POINT (838513.2657131036 442233.957651271),20151140455,201502,99000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-24,Tucson Unified District,838513.2657131036,442233.95765127096
134110320,7933 E 19TH PL,218039.0,179853.0,179349.0,19TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2107940623,-110.822575588,0.0,218039.0,1.0,PC DSD GIS,P,E 19TH PL,E,19TH,19TH PL,7933.0,,E141516,1038383.0,442140.0,TUCSON,85710,POINT (838588.8902499694 442098.772215891),20150290485,201501,118000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-01-29,Tucson Unified District,838588.8902499694,442098.77221589105
134110380,7958 E 19TH PL,218970.0,178915.0,178411.0,19TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2102305064,-110.821763958,0.0,218970.0,1.0,PC DSD GIS,P,E 19TH PL,E,19TH,19TH PL,7958.0,,E141516,1038636.0,441937.0,TUCSON,85710,POINT (838842.01220368 441896.3068413807),20150420504,201502,72000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-02-11,Tucson Unified District,838842.01220368,441896.30684138066
134110380,7958 E 19TH PL,218970.0,178915.0,178411.0,19TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2102305064,-110.821763958,0.0,218970.0,1.0,PC DSD GIS,P,E 19TH PL,E,19TH,19TH PL,7958.0,,E141516,1038636.0,441937.0,TUCSON,85710,POINT (838842.01220368 441896.3068413807),20151050370,201502,95000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-15,Tucson Unified District,838842.01220368,441896.30684138066
134110420,7926 E 19TH PL,218793.0,179094.0,178590.0,19TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2103268328,-110.822800022,0.0,218793.0,1.0,PC DSD GIS,P,E 19TH PL,E,19TH,19TH PL,7926.0,,E141516,1038315.0,441969.0,TUCSON,85710,POINT (838521.2050780057 441928.0862354285),20151491053,201504,106000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-29,Tucson Unified District,838521.2050780057,441928.0862354285
134110650,7902 E 20TH PL,220118.0,177753.0,177253.0,20TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2094866659,-110.823494481,0.0,220118.0,1.0,PC DSD GIS,P,E 20TH PL,E,20TH,20TH PL,7902.0,,E141516,1038104.0,441661.0,TUCSON,85710,POINT (838309.5228211485 441620.245379427),20153450472,201511,148000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-11,Tucson Unified District,838309.5228211485,441620.24537942704
134110660,7901 E BEVERLY ST,220721.0,177146.0,176646.0,BEVERLY,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2091167458,-110.823499108,0.0,220721.0,1.0,PC DSD GIS,P,E BEVERLY ST,E,BEVER,BEVERLY ST,7901.0,,E141516,1038104.0,441526.0,TUCSON,85710,POINT (838309.4612919569 441485.6531105856),20152390395,201508,127000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-08-27,Tucson Unified District,838309.461291957,441485.6531105856
134110670,7909 E BEVERLY ST,220713.0,177154.0,176654.0,BEVERLY,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2091195409,-110.823275994,0.0,220713.0,1.0,PC DSD GIS,P,E BEVERLY ST,E,BEVER,BEVERLY ST,7909.0,,E141516,1038173.0,441528.0,TUCSON,85710,POINT (838378.460121454 441487.3722236558),20160150614,201512,80500,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-01-15,Tucson Unified District,838378.460121454,441487.3722236558
134110950,927 S SHERWOOD VILLAGE DR,220587.0,177281.0,176782.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2091881356,-110.819583424,0.0,220587.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,927.0,,E141516,1039314.0,441565.0,TUCSON,85710,POINT (839520.3157008155 441523.9702843897),20152250163,201507,130000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-13,Tucson Unified District,839520.3157008155,441523.97028438974
134111030,934 S SHERWOOD VILLAGE DR,219974.0,177900.0,177400.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2095658165,-110.820711273,0.0,219974.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,934.0,,E141516,1038964.0,441699.0,TUCSON,85710,POINT (839170.0707831959 441657.8110390466),20151490474,201504,112000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-29,Tucson Unified District,839170.0707831959,441657.81103904656
134111120,8026 E 18TH PL,218108.0,179784.0,179280.0,18TH,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2107545203,-110.820985369,0.0,218108.0,1.0,PC DSD GIS,P,E 18TH PL,E,18TH,18TH PL,8026.0,,E141516,1038875.0,442130.0,TUCSON,85710,POINT (839080.8820186845 442089.3994836023),20150550397,201501,134900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-24,Tucson Unified District,839080.8820186845,442089.3994836023
134111580,8022 E KENYON DR,213769.0,184179.0,183675.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2134431142,-110.820728824,0.0,213769.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8022.0,,E141516,1038944.0,443109.0,TUCSON,85710,POINT (839150.2499464344 443068.325794782),20150780295,201503,157500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-19,Tucson Unified District,839150.2499464344,443068.32579478197
134111660,8152 E KENYON DR,214807.0,183125.0,182623.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2127861205,-110.818733139,0.0,214807.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8152.0,,E141516,1039564.0,442876.0,TUCSON,85710,POINT (839769.928552791 442835.6127224588),20152160056,201506,150000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-04,Tucson Unified District,839769.928552791,442835.6127224588
134111680,8172 E KENYON DR,215219.0,182707.0,182203.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2125322517,-110.818283344,0.0,215219.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8172.0,,E141516,1039704.0,442786.0,TUCSON,85710,POINT (839909.9890763229 442744.6767265795),20151700536,201505,154900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-19,Tucson Unified District,839909.9890763229,442744.6767265795
134112030,8262 E KENYON DR,216677.0,181230.0,180726.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2115558574,-110.816071085,0.0,216677.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8262.0,,E141516,1040392.0,442437.0,TUCSON,85710,POINT (840597.8545936084 442396.464938415),20160080161,201512,108000,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2016-01-08,Tucson Unified District,840597.8545936084,442396.464938415
134112050,8261 E 18TH ST,218010.0,179882.0,179378.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.210755399,-110.815816621,0.0,218010.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8261.0,,E141516,1040474.0,442147.0,TUCSON,85710,POINT (840679.5426543839 442106.062471382),20151820086,201507,89000,Single Family,NonPrimary,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-07-01,Tucson Unified District,840679.5426543839,442106.06247138197
134112080,8231 E 18TH ST,218005.0,179887.0,179383.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2107661777,-110.816610827,0.0,218005.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8231.0,,E141516,1040228.0,442148.0,TUCSON,85710,POINT (840433.8591198163 442107.4675458203),20152390044,201507,92500,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-08-27,Tucson Unified District,840433.8591198163,442107.46754582034
134112120,8151 E 18TH ST,217999.0,179893.0,179389.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2107772191,-110.817643269,0.0,217999.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8151.0,,E141516,1039909.0,442149.0,TUCSON,85710,POINT (840114.4894945647 442108.2161364895),20151700694,201505,172000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-19,Tucson Unified District,840114.4894945647,442108.21613648953
134112200,841 S SHERWOOD VILLAGE DR,218806.0,179081.0,178577.0,SHERWOOD VILLAGE,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2102908828,-110.819513807,0.0,218806.0,1.0,PC DSD GIS,P,S SHERWOOD VILLAGE DR,S,SHERW,SHERWOOD VILLAGE DR,841.0,,E141516,1039332.0,441966.0,TUCSON,85710,POINT (839537.7503154489 441925.3722159913),20151340293,201504,140000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-14,Tucson Unified District,839537.7503154489,441925.3722159913
134112260,8142 E 20TH ST,219909.0,177965.0,177465.0,20TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2095888562,-110.818802878,0.0,219909.0,1.0,PC DSD GIS,P,E 20TH ST,E,20TH,20TH ST,8142.0,,E141516,1039554.0,441713.0,TUCSON,85710,POINT (839760.2481039072 441672.2196183123),20150680423,201503,70000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-03-09,Tucson Unified District,839760.2481039072,441672.2196183123
134112560,8140 E 18TH ST,218825.0,179061.0,178557.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2102697118,-110.818035526,0.0,218825.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8140.0,,E141516,1039789.0,441963.0,TUCSON,85710,POINT (839995.0552991303 441922.3427573736),20152330338,201507,114000,Single Family,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-21,Tucson Unified District,839995.0552991303,441922.3427573736
134112880,8217 E BEVERLY ST,221765.0,176094.0,175596.0,BEVERLY,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2083831583,-110.816959584,0.0,221765.0,1.0,PC DSD GIS,P,E BEVERLY ST,E,BEVER,BEVERLY ST,8217.0,,E141516,1040129.0,441280.0,TUCSON,85710,POINT (840334.8660733257 441239.4147806631),20151480436,201505,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-28,Tucson Unified District,840334.8660733257,441239.4147806631
134113390,826 S SARNOFF DR,217830.0,180064.0,179560.0,SARNOFF,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2108431406,-110.813535208,0.0,217830.0,1.0,PC DSD GIS,P,S SARNOFF DR,S,SARNO,SARNOFF DR,826.0,,E141516,1041179.0,442186.0,TUCSON,85710,POINT (841384.8428709742 442145.2212820201),20153230069,201511,115000,Single Family,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-11-19,Tucson Unified District,841384.8428709742,442145.2212820201
134113460,8325 E 18TH ST,219283.0,178599.0,178095.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2099564831,-110.814664761,0.0,219283.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8325.0,,E141516,1040833.0,441860.0,TUCSON,85710,POINT (841038.7883618927 441819.0673448691),20151200890,201504,149000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-30,Tucson Unified District,841038.7883618927,441819.0673448691
134130120,7911 E JULIA PL,209253.0,188779.0,188282.0,JULIA,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2169885832,-110.823205463,0.0,209253.0,1.0,PC DSD GIS,P,E JULIA PL,E,JULIA,JULIA PL,7911.0,,E141516,1038165.0,444391.0,TUCSON,85710,POINT (838371.1304261008 444350.3701328781),20151980336,201505,135000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-17,Tucson Unified District,838371.1304261008,444350.3701328781
134130320,7911 E MALVERN PL,211030.0,186968.0,186471.0,MALVERN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2154766412,-110.823217902,0.0,211030.0,1.0,PC DSD GIS,P,E MALVERN PL,E,MALVE,MALVERN PL,7911.0,,E141516,1038167.0,443841.0,TUCSON,85710,POINT (838372.8836934326 443800.2826891223),20152570118,201508,120000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-14,Tucson Unified District,838372.8836934326,443800.2826891223
134130360,7942 E MALVERN PL,211533.0,186457.0,185960.0,MALVERN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2150856944,-110.822440332,0.0,211533.0,1.0,PC DSD GIS,P,E MALVERN PL,E,MALVE,MALVERN PL,7942.0,,E141516,1038409.0,443701.0,TUCSON,85710,POINT (838614.8181003899 443660.5042213866),20152080646,201507,172000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-27,Tucson Unified District,838614.8181003899,443660.50422138657
13413057X,35 S PANTANO RD,205229.0,192885.0,465760.0,PANTANO,RD,0.0,0.0,TUC,0.0,2014-10-29,32.2200606336,-110.823360223,0.0,205229.0,1.0,PC DSD GIS,P,S PANTANO RD,S,PANTA,PANTANO RD,35.0,,E141516,1038106.0,445508.0,TUCSON,85710,POINT (838311.8895008726 445467.5029091276),20150860284,201503,600000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-27,Tucson Unified District,838311.8895008726,445467.50290912756
13414001Q,200 S PANTANO RD,207004.0,191063.0,190548.0,PANTANO,RD,0.0,0.0,TUC,0.0,2000-02-19,32.2186990725,-110.824996296,0.0,207004.0,1.0,PC DSD GIS,P,S PANTANO RD,S,PANTA,PANTANO RD,200.0,,E141517,1037605.0,445008.0,TUCSON,85710,POINT (837810.9489123931 444967.0166198931),20151900517,201507,7210000,Apartment Building,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-09,Tucson Unified District,837810.9489123931,444967.01661989314
